,Jurisdiction,year,County,DiversionRateHouse,DiversionRateNoOfEmployee,Bins,D.R.E_category,D.R.H_category,Population,MedianAge,Latino,White,Black,Asian,LaberFocre,LaberForceEmplyed,LaberForceUnemployed,UnemploymentRate,FemalesEmploymentRate,CoummuteTime,MedianIncome,PovertyRate,TotalUnit,1-UnitDetached,1-UnitAttached,MoreThan20UnitsInStructure,MedianNoOfRooms,MedianHouseValue,MedianGrossRent
832,Avalon,2015,Los Angeles,0.5422535211267605,0.5918367346938775,"(0.5, 0.65]",Okay,Okay,3717.0,35.4,62.7,35.9,0.0,0.2,2249.0,2041.0,208.0,9.2,73.6,11.5,52955.0,14.0,2081.0,22.3,8.6,9.8,3.8,735800.0,1219.0
833,Avenal,2015,Kings,0.6477272727272727,0.7084942084942085,"(0.5, 0.65]",Good,Okay,15341.0,29.3,82.5,10.9,3.9,0.6,5657.0,4467.0,1190.0,21.0,53.2,29.2,27927.0,39.1,3148.0,63.3,1.6,2.8,5.0,156600.0,666.0
834,Azusa,2015,Los Angeles,0.6666666666666666,0.6336898395721925,"(0.65, 0.8]",Okay,Good,46523.0,28.1,67.2,19.9,3.2,8.0,23735.0,21572.0,2163.0,9.1,59.8,27.6,53063.0,19.2,12873.0,47.5,15.7,12.4,4.6,323400.0,1194.0
835,Bakersfield,2015,Kern,0.6018518518518519,0.584507042253521,"(0.5, 0.65]",Okay,Okay,347091.0,30.0,45.2,37.4,8.0,5.9,163405.0,143838.0,19567.0,12.0,58.3,22.7,54265.0,19.3,118222.0,70.9,2.4,4.9,5.4,191600.0,970.0
836,Baldwin Park,2015,Los Angeles,0.64,0.7404580152671756,"(0.5, 0.65]",Good,Okay,75650.0,30.5,79.6,4.7,0.8,14.1,36408.0,31324.0,5084.0,14.0,55.4,31.1,51244.0,17.4,18057.0,72.2,6.2,9.5,5.0,291900.0,1189.0
837,Banning,2015,Riverside,0.6147540983606556,0.5423452768729642,"(0.5, 0.65]",Okay,Okay,29682.0,47.0,37.5,47.8,6.7,6.6,10529.0,9132.0,1397.0,13.3,39.2,24.0,38919.0,19.4,13860.0,75.4,4.4,1.3,5.0,176500.0,913.0
838,Barstow,2015,San Bernardino,0.7359550561797753,0.7647058823529411,"(0.65, 0.8]",Good,Good,22836.0,32.9,41.3,34.2,12.6,1.9,9621.0,8394.0,1227.0,12.8,51.2,24.8,44623.0,24.3,9631.0,58.7,2.3,4.0,4.9,111000.0,791.0
839,Beaumont,2015,Riverside,0.7989690721649485,0.6745843230403801,"(0.65, 0.8]",Good,Good,36687.0,33.2,37.1,45.7,5.3,9.6,16533.0,15095.0,1438.0,8.7,55.0,30.0,67758.0,11.2,13312.0,84.7,1.4,1.7,5.9,226000.0,997.0
840,Bell,2015,Los Angeles,0.6000000000000001,0.6114457831325302,"(0.5, 0.65]",Okay,Okay,35619.0,28.7,91.8,6.0,1.1,0.4,15683.0,13480.0,2203.0,14.0,48.9,28.5,36654.0,28.5,9457.0,54.5,9.7,5.3,3.9,290600.0,997.0
841,Bell Gardens,2015,Los Angeles,0.6395348837209303,0.6735849056603773,"(0.5, 0.65]",Good,Okay,42323.0,27.2,97.2,2.0,0.5,0.2,18744.0,16625.0,2119.0,11.3,50.1,28.4,38272.0,26.9,10270.0,59.6,12.8,3.8,4.2,284500.0,1066.0
842,Bellflower,2015,Los Angeles,0.5875,0.6906976744186046,"(0.5, 0.65]",Good,Okay,76619.0,31.4,53.9,19.5,13.6,10.8,36334.0,32834.0,3500.0,9.6,56.6,27.9,50765.0,15.9,24620.0,49.9,7.5,19.4,4.5,355000.0,1173.0
843,Belmont,2015,San Mateo,0.7358490566037736,0.7326732673267327,"(0.65, 0.8]",Good,Good,25887.0,40.3,10.7,58.0,2.3,22.3,14499.0,13542.0,957.0,6.6,63.5,26.6,103083.0,5.3,10842.0,59.3,5.5,17.9,5.4,887400.0,1494.0
844,Benicia,2015,Solano,0.6190476190476191,0.6223175965665235,"(0.5, 0.65]",Okay,Okay,27088.0,43.9,14.3,65.8,3.6,9.8,14727.0,13572.0,1155.0,7.8,63.0,29.5,88691.0,5.5,11422.0,66.3,7.7,3.8,5.7,439000.0,1353.0
845,Berkeley,2015,Alameda,0.7615384615384615,0.7276785714285714,"(0.65, 0.8]",Good,Good,112662.0,31.7,11.1,55.5,8.5,19.6,59144.0,54592.0,4552.0,7.7,56.6,26.5,63505.0,18.1,48583.0,42.6,3.8,15.2,4.4,707700.0,1253.0
846,Big Bear Lake,2015,San Bernardino,0.7270992366412213,0.6986970684039088,"(0.65, 0.8]",Good,Good,5085.0,45.9,19.7,76.8,0.6,0.0,2225.0,1911.0,314.0,14.1,44.0,16.2,32869.0,16.9,9875.0,83.1,1.4,2.8,4.8,336900.0,972.0
847,Blue Lake,2015,Humboldt,0.9319371727748691,0.980655115119867,"(0.8, 1.0]",Great,Great,1445.0,36.0,5.3,80.0,2.8,1.7,766.0,724.0,42.0,5.5,58.2,17.8,50329.0,13.8,656.0,70.9,2.1,1.8,5.0,308700.0,1067.0
848,Blythe,2015,Riverside,0.6627906976744187,0.7329931972789115,"(0.65, 0.8]",Good,Good,20658.0,36.1,50.4,32.0,13.4,2.2,6670.0,5708.0,962.0,14.4,55.1,15.0,48327.0,16.1,6395.0,59.3,2.9,2.8,4.9,152700.0,756.0
849,Brea,2015,Orange,0.6304347826086957,0.6237623762376238,"(0.5, 0.65]",Okay,Okay,39384.0,38.9,24.9,54.2,0.9,18.0,21609.0,19772.0,1837.0,8.5,61.3,28.9,82055.0,5.6,14620.0,57.0,8.2,14.1,5.5,544200.0,1433.0
850,Brentwood,2015,Contra Costa,0.6982758620689655,0.7614285714285715,"(0.65, 0.8]",Good,Good,50764.0,36.3,26.3,55.5,5.7,7.7,24338.0,21966.0,2372.0,9.7,59.9,40.1,88306.0,6.2,17309.0,87.8,3.1,2.8,6.6,360800.0,1833.0
851,Brisbane,2015,San Mateo,0.8017751479289941,0.7341772151898734,"(0.8, 1.0]",Good,Great,4266.0,43.1,25.4,47.6,0.2,22.3,2734.0,2432.0,302.0,11.0,68.5,22.2,79171.0,3.5,1951.0,57.0,6.8,2.1,4.8,631500.0,1378.0
852,Buellton,2015,Santa Barbara,0.6558441558441559,0.7634408602150538,"(0.65, 0.8]",Good,Good,4786.0,40.2,38.1,52.5,0.5,4.2,2946.0,2802.0,144.0,4.9,69.8,25.2,68480.0,6.8,1689.0,64.7,3.7,0.6,5.6,428200.0,975.0
853,Buena Park,2015,Orange,0.6190476190476191,0.6494252873563218,"(0.5, 0.65]",Okay,Okay,80781.0,35.0,37.6,27.2,4.4,27.6,39871.0,36762.0,3109.0,7.8,57.2,28.6,64205.0,11.1,23627.0,57.8,8.2,14.1,5.2,405300.0,1373.0
854,Burbank,2015,Los Angeles,0.6973684210526316,0.7377049180327868,"(0.65, 0.8]",Good,Good,103420.0,38.7,25.8,57.9,1.5,11.6,58037.0,52997.0,5040.0,8.7,62.9,25.0,67693.0,8.5,43072.0,45.5,4.5,19.2,4.4,570500.0,1359.0
855,Burlingame,2015,San Mateo,0.6566265060240963,0.6818181818181818,"(0.65, 0.8]",Good,Good,28916.0,40.6,14.0,61.0,1.2,19.7,15822.0,14944.0,878.0,5.5,61.1,25.2,77661.0,8.5,13128.0,47.1,3.7,16.2,4.6,1000000.0,1449.0
856,Calabasas,2015,Los Angeles,0.5988372093023255,0.6344827586206896,"(0.5, 0.65]",Okay,Okay,23352.0,42.6,6.9,76.4,3.7,8.3,11758.0,10892.0,866.0,7.4,55.8,30.9,119624.0,6.2,8821.0,68.1,8.6,7.1,6.8,885000.0,1923.0
857,California City,2015,Kern,0.5945945945945946,0.7973790322580645,"(0.5, 0.65]",Good,Okay,13361.0,34.4,24.9,54.4,14.9,2.8,5552.0,4262.0,1290.0,23.2,51.3,32.5,50344.0,27.2,6087.0,74.7,3.0,0.6,5.3,104600.0,920.0
858,Calimesa,2015,Riverside,0.5833333333333333,0.23121387283236994,"(0.5, 0.65]",Low,Okay,7932.0,52.0,21.6,75.2,0.3,0.6,3287.0,2917.0,370.0,11.3,46.4,30.6,44817.0,14.5,3615.0,59.6,2.2,0.5,5.5,172200.0,1309.0
859,Camarillo,2015,Ventura,0.7272727272727273,0.6950354609929078,"(0.65, 0.8]",Good,Good,64944.0,40.4,25.4,60.1,1.8,9.3,32911.0,30329.0,2582.0,7.8,57.8,22.2,83892.0,5.9,24457.0,61.5,17.5,6.5,5.8,473300.0,1602.0
860,Campbell,2015,Santa Clara,0.5961538461538461,0.6024096385542169,"(0.5, 0.65]",Okay,Okay,39482.0,37.4,17.4,60.3,1.2,15.7,23612.0,21980.0,1632.0,6.9,67.2,23.2,84692.0,6.7,16655.0,44.4,13.2,15.1,4.8,666400.0,1430.0
861,Canyon Lake,2015,Riverside,0.625,0.6348837209302326,"(0.5, 0.65]",Okay,Okay,10670.0,41.6,14.7,82.2,0.9,1.2,5236.0,4649.0,587.0,11.2,55.4,41.7,74133.0,5.4,4382.0,93.5,2.9,0.2,6.3,336000.0,1941.0
862,Capitola,2015,Santa Cruz,0.6428571428571428,0.6419753086419753,"(0.5, 0.65]",Okay,Okay,9914.0,40.9,20.5,69.0,2.8,2.9,5487.0,5006.0,481.0,8.8,61.8,28.3,54129.0,11.6,5260.0,34.0,9.1,10.2,4.2,472500.0,1531.0
863,Carlsbad,2015,San Diego,0.5654761904761905,0.5648854961832062,"(0.5, 0.65]",Okay,Okay,105097.0,40.3,13.6,75.2,1.0,7.4,52428.0,48051.0,4377.0,8.3,56.7,28.6,83875.0,9.7,44370.0,52.0,16.5,10.8,5.8,617200.0,1598.0
864,Carmel-by-the-Sea,2015,Monterey,0.7547169811320755,0.6724137931034483,"(0.65, 0.8]",Good,Good,3757.0,56.3,11.2,77.7,0.0,11.1,1702.0,1635.0,67.0,3.9,46.4,17.6,72582.0,7.8,3827.0,83.5,3.1,2.7,5.3,1000000.0,1168.0
865,Carpinteria,2015,Santa Barbara,0.7298850574712643,0.7569444444444444,"(0.65, 0.8]",Good,Good,13100.0,40.2,46.8,48.4,0.1,2.5,7535.0,6908.0,627.0,8.3,62.2,20.5,70113.0,8.1,5502.0,38.7,7.9,6.3,4.5,590800.0,1398.0
866,Carson,2015,Los Angeles,0.7046632124352332,0.7372654155495978,"(0.65, 0.8]",Good,Good,91937.0,37.1,39.5,7.1,19.3,25.6,48568.0,42258.0,6310.0,13.0,61.3,27.2,71653.0,8.5,25966.0,70.7,9.5,5.5,5.5,357200.0,1273.0
867,Cathedral City,2015,Riverside,0.7028985507246377,0.6356466876971609,"(0.65, 0.8]",Okay,Good,51507.0,35.0,59.8,32.4,1.9,4.5,24836.0,22196.0,2640.0,10.6,57.7,20.1,44763.0,20.2,21395.0,55.1,14.0,3.7,5.0,194000.0,1118.0
868,Cerritos,2015,Los Angeles,0.5806451612903225,0.5755813953488371,"(0.5, 0.65]",Okay,Okay,49296.0,43.3,11.7,16.0,7.4,60.8,24525.0,22504.0,2021.0,8.2,54.2,30.8,87788.0,5.7,15207.0,83.5,8.7,2.4,6.1,602100.0,1897.0
869,Chico,2015,Butte,0.6370967741935484,0.5877192982456141,"(0.5, 0.65]",Okay,Okay,86391.0,28.8,15.8,72.9,1.7,4.6,45821.0,39853.0,5968.0,13.0,61.0,18.0,42896.0,22.9,37534.0,52.4,5.5,8.4,4.9,276900.0,918.0
870,Chino,2015,San Bernardino,0.7180851063829787,0.689655172413793,"(0.65, 0.8]",Good,Good,78713.0,34.1,52.5,27.7,4.9,11.0,37881.0,33798.0,4083.0,10.8,60.2,31.7,71671.0,9.6,22537.0,71.1,6.4,8.0,5.8,344300.0,1287.0
871,Chino Hills,2015,San Bernardino,0.6486486486486487,0.8020833333333334,"(0.5, 0.65]",Great,Okay,75211.0,36.1,30.1,33.7,4.1,28.0,41147.0,36790.0,4357.0,10.6,65.5,36.4,97065.0,6.3,23944.0,80.7,3.6,4.2,6.4,491800.0,1768.0
872,Chowchilla,2015,Madera,0.64,0.8808193668528864,"(0.5, 0.65]",Great,Okay,18427.0,36.3,38.2,42.9,11.5,2.0,4675.0,4147.0,528.0,11.3,18.2,29.0,41373.0,18.4,4431.0,78.7,2.7,1.6,5.4,155700.0,899.0
873,Chula Vista,2015,San Diego,0.6509433962264151,0.6776315789473685,"(0.65, 0.8]",Good,Good,242499.0,33.8,57.0,21.2,4.5,14.0,118089.0,104041.0,14048.0,11.9,59.9,26.4,65364.0,10.4,82811.0,54.0,11.2,15.9,5.3,366200.0,1242.0
874,Claremont,2015,Los Angeles,0.6320754716981132,0.6304347826086957,"(0.5, 0.65]",Okay,Okay,35043.0,38.7,20.3,57.6,5.2,13.5,16935.0,15161.0,1774.0,10.5,53.3,26.8,80754.0,8.6,12316.0,69.0,8.0,7.9,5.9,559400.0,1242.0
875,Clayton,2015,Contra Costa,0.6585365853658536,0.7130102040816326,"(0.65, 0.8]",Good,Good,11020.0,45.0,9.9,78.7,2.0,6.0,5741.0,5232.0,509.0,8.9,60.9,33.1,123686.0,4.4,4129.0,78.9,14.7,2.3,7.1,605300.0,2000.0
876,Clearlake,2015,Lake,0.6627906976744187,0.7212389380530974,"(0.65, 0.8]",Good,Good,15127.0,38.3,23.2,63.9,5.6,0.9,6191.0,4734.0,1457.0,23.5,49.9,25.8,25916.0,36.4,8541.0,56.4,1.6,4.3,4.3,99900.0,747.0
877,Clovis,2015,Fresno,0.6276595744680851,0.6322580645161291,"(0.5, 0.65]",Okay,Okay,95431.0,33.5,25.9,57.5,2.9,9.9,47221.0,42024.0,5197.0,11.0,60.0,20.5,63983.0,12.1,35426.0,71.6,1.9,7.0,5.6,259000.0,1007.0
878,Coachella,2015,Riverside,0.7543859649122807,0.6565040650406504,"(0.65, 0.8]",Good,Good,40658.0,25.0,97.2,1.4,1.1,0.1,18647.0,14739.0,3908.0,21.0,64.1,21.1,41611.0,27.9,9826.0,73.8,2.3,1.5,5.3,150900.0,873.0
879,Coalinga,2015,Fresno,0.6842105263157895,0.6934156378600823,"(0.65, 0.8]",Good,Good,15854.0,31.0,55.1,33.2,6.8,2.1,6109.0,5697.0,412.0,6.7,56.7,17.4,46712.0,23.6,4493.0,67.2,1.3,4.0,5.0,174200.0,814.0
880,Colfax,2015,Placer,0.7857142857142857,0.71900826446281,"(0.65, 0.8]",Good,Good,1943.0,42.5,4.4,93.7,0.1,0.5,1092.0,889.0,203.0,18.6,60.6,23.1,58015.0,7.7,949.0,65.4,3.0,2.7,4.9,226700.0,979.0
881,Colma,2015,San Mateo,0.9043126684636119,0.9,"(0.8, 1.0]",Great,Great,1671.0,32.1,50.0,11.6,1.2,35.2,1115.0,1034.0,81.0,7.3,81.6,24.4,86184.0,7.7,479.0,45.7,23.6,5.0,5.1,561800.0,1686.0
882,Colton,2015,San Bernardino,0.7597402597402597,0.7737556561085973,"(0.65, 0.8]",Good,Good,52425.0,28.1,72.1,13.0,9.2,3.9,24371.0,21155.0,3216.0,13.2,60.0,27.0,41496.0,22.5,16497.0,54.8,4.9,5.6,4.9,168700.0,997.0
883,Commerce,2015,Los Angeles,0.6096579476861168,0.6366906474820144,"(0.5, 0.65]",Okay,Okay,12836.0,31.6,95.2,2.1,0.6,1.5,5442.0,4637.0,805.0,14.8,51.3,24.8,51022.0,14.2,3447.0,65.7,11.4,8.8,4.4,346700.0,906.0
884,Compton,2015,Los Angeles,0.5344827586206896,0.6428571428571428,"(0.5, 0.65]",Okay,Okay,96561.0,26.9,65.5,1.2,30.6,0.3,41821.0,34866.0,6955.0,16.6,55.4,27.4,42335.0,26.2,24991.0,69.3,8.2,3.5,4.9,253800.0,1025.0
885,Concord,2015,Contra Costa,0.6666666666666667,0.5909090909090908,"(0.65, 0.8]",Okay,Good,122683.0,37.3,28.3,51.4,3.7,11.6,68106.0,60962.0,7144.0,10.5,62.8,29.9,65850.0,11.3,47948.0,58.5,6.1,13.8,5.2,373900.0,1243.0
887,Corona,2015,Riverside,0.6104651162790697,0.5833333333333334,"(0.5, 0.65]",Okay,Okay,153644.0,32.2,43.4,38.4,4.8,9.6,78495.0,68910.0,9585.0,12.2,60.8,34.5,78982.0,9.9,46081.0,70.3,4.6,7.0,6.0,341600.0,1324.0
888,Coronado,2015,San Diego,0.5208333333333333,0.6913439635535308,"(0.5, 0.65]",Good,Okay,21968.0,39.7,15.4,77.2,1.6,2.7,8051.0,7605.0,446.0,5.5,51.3,20.8,89277.0,6.4,10588.0,47.5,10.5,23.1,4.9,1000000.0,1846.0
889,Costa Mesa,2015,Orange,0.7235294117647059,0.7300884955752213,"(0.65, 0.8]",Good,Good,110322.0,33.7,35.6,51.9,1.2,8.4,65835.0,59914.0,5921.0,9.0,67.2,22.0,65373.0,14.1,43159.0,39.1,9.0,17.3,4.4,592400.0,1492.0
891,Covina,2015,Los Angeles,0.5983606557377048,0.5708955223880597,"(0.5, 0.65]",Okay,Okay,47855.0,34.7,54.3,29.4,3.3,10.6,24997.0,21806.0,3191.0,12.8,61.2,31.5,66818.0,11.4,15835.0,59.9,8.7,11.4,5.3,386000.0,1210.0
892,Cudahy,2015,Los Angeles,0.5512820512820513,0.6854508196721312,"(0.5, 0.65]",Good,Okay,23867.0,25.7,96.6,1.6,0.5,0.4,10635.0,9148.0,1487.0,14.0,49.6,31.9,39263.0,29.9,5827.0,47.2,6.7,11.4,4.1,203300.0,1112.0
893,Culver City,2015,Los Angeles,0.651685393258427,0.7289156626506024,"(0.65, 0.8]",Good,Good,38949.0,41.0,22.6,47.9,10.5,14.5,22684.0,20819.0,1865.0,8.2,65.9,24.6,76182.0,7.1,17743.0,40.2,9.0,23.3,4.5,607300.0,1536.0
894,Cupertino,2015,Santa Clara,0.6511627906976745,0.7530864197530864,"(0.65, 0.8]",Good,Good,58409.0,40.0,5.1,29.6,0.3,62.3,27514.0,25575.0,1939.0,7.0,52.0,24.5,127534.0,4.2,21246.0,57.5,13.1,12.1,5.4,1000000.0,2000.0
895,Cypress,2015,Orange,0.6722222222222223,0.7048780487804878,"(0.65, 0.8]",Good,Good,47986.0,40.4,18.1,44.0,2.5,31.8,25173.0,23539.0,1634.0,6.5,59.2,28.5,80440.0,6.7,16319.0,59.5,18.1,11.1,5.8,512100.0,1489.0
896,Daly City,2015,San Mateo,0.40384615384615385,0.4910714285714286,"(0.0, 0.5]",Low,Low,101538.0,39.2,22.6,14.0,2.7,56.9,58182.0,52527.0,5655.0,9.7,64.0,27.8,72762.0,7.8,32583.0,49.5,14.2,14.9,4.8,566400.0,1478.0
897,Dana Point,2015,Orange,0.6849315068493151,0.7054545454545454,"(0.65, 0.8]",Good,Good,33596.0,43.9,17.3,77.4,0.5,2.7,18957.0,17460.0,1497.0,7.9,57.5,27.1,80938.0,8.4,15842.0,51.8,15.0,3.9,5.5,732900.0,1755.0
898,Davis,2015,Yolo,0.618421052631579,0.6144578313253013,"(0.5, 0.65]",Okay,Okay,65616.0,25.2,13.0,57.2,2.0,21.9,34822.0,31940.0,2882.0,8.3,59.1,20.2,61535.0,26.4,25076.0,46.9,8.4,13.5,5.1,538000.0,1229.0
899,Del Mar,2015,San Diego,0.6428571428571428,0.6727642276422764,"(0.5, 0.65]",Good,Okay,4197.0,49.8,10.1,89.9,0.0,0.0,2382.0,2293.0,89.0,3.7,54.7,22.3,102729.0,5.0,2625.0,52.3,15.8,12.5,5.1,1000000.0,1856.0
901,Del Rey Oaks,2015,Monterey,0.6140350877192982,0.78125,"(0.5, 0.65]",Good,Okay,1781.0,41.8,18.0,70.1,0.3,7.6,973.0,905.0,68.0,7.0,62.4,16.4,80417.0,6.6,742.0,79.0,3.0,2.8,5.5,534400.0,1899.0
902,Delano,2015,Kern,0.6375,0.7100840336134453,"(0.5, 0.65]",Good,Okay,52618.0,28.7,74.5,7.4,4.9,11.8,18371.0,15525.0,2846.0,15.5,55.6,22.5,35507.0,31.3,11002.0,72.3,4.1,3.2,5.2,144900.0,753.0
903,Desert Hot Springs,2015,Riverside,0.5394736842105263,0.5,"(0.5, 0.65]",Low,Okay,26474.0,30.0,52.5,31.6,7.1,2.5,11132.0,9241.0,1891.0,17.0,53.2,33.0,32883.0,28.6,11316.0,64.4,2.1,2.7,4.9,139700.0,876.0
904,Diamond Bar,2015,Los Angeles,0.7065217391304348,0.7456647398843931,"(0.65, 0.8]",Good,Good,55810.0,41.3,18.8,21.6,3.5,53.8,30144.0,27990.0,2154.0,7.1,58.9,34.3,90181.0,5.2,18371.0,73.0,10.0,2.4,6.4,531400.0,1722.0
905,Dixon,2015,Solano,0.7929292929292929,0.6696832579185521,"(0.65, 0.8]",Good,Good,18312.0,33.7,43.5,47.3,1.8,3.0,9457.0,8654.0,803.0,8.5,62.5,22.9,72406.0,8.8,6562.0,75.4,3.1,3.1,5.6,292700.0,1171.0
906,Dublin,2015,Alameda,0.7118644067796611,0.7006802721088434,"(0.65, 0.8]",Good,Good,45799.0,35.5,14.3,49.0,6.4,25.8,24078.0,22597.0,1481.0,6.2,64.3,29.7,112679.0,4.1,16126.0,51.2,11.9,20.4,5.4,574200.0,1770.0
907,East Palo Alto,2015,San Mateo,0.8470588235294118,0.9267169179229481,"(0.8, 1.0]",Great,Great,28332.0,28.8,62.3,6.6,17.0,3.1,14176.0,12514.0,1662.0,11.7,59.6,22.6,47950.0,18.0,7751.0,51.2,4.3,25.8,4.5,377900.0,1202.0
908,El Cajon,2015,San Diego,0.6689189189189189,0.6728723404255319,"(0.65, 0.8]",Good,Good,99680.0,32.4,30.6,54.2,5.2,4.0,46995.0,40830.0,6165.0,13.1,55.1,23.6,45750.0,24.8,34648.0,40.9,5.7,24.5,4.5,333400.0,1078.0
910,El Monte,2015,Los Angeles,0.7573529411764706,0.7779661016949153,"(0.65, 0.8]",Good,Good,114032.0,32.8,68.3,5.1,0.5,25.1,54376.0,47203.0,7173.0,13.2,52.2,29.4,41861.0,22.8,29868.0,57.5,10.7,10.7,4.5,352800.0,1064.0
911,El Segundo,2015,Los Angeles,0.8404977375565611,0.8741721854304636,"(0.8, 1.0]",Great,Great,16678.0,39.0,18.6,69.2,0.8,5.3,9682.0,9115.0,567.0,5.9,63.5,21.5,86364.0,4.2,7207.0,42.2,4.8,10.3,4.6,765500.0,1464.0
912,Emeryville,2015,Alameda,0.8641975308641975,0.835820895522388,"(0.8, 1.0]",Great,Great,9969.0,34.9,7.3,40.4,17.5,27.2,6800.0,6359.0,441.0,6.5,68.7,27.2,66136.0,9.8,6577.0,5.4,5.5,66.0,3.5,315900.0,1538.0
913,Encinitas,2015,San Diego,0.6133333333333333,0.6145251396648044,"(0.5, 0.65]",Okay,Okay,59782.0,41.3,14.8,76.9,0.3,5.4,32863.0,30351.0,2512.0,7.6,61.3,24.1,90868.0,9.0,24710.0,58.3,19.7,6.3,5.6,703800.0,1671.0
914,Escalon,2015,San Joaquin,0.7415254237288136,0.7252475247524752,"(0.65, 0.8]",Good,Good,7146.0,40.7,20.5,74.5,0.6,1.7,3936.0,3482.0,454.0,11.5,61.9,25.4,53935.0,12.5,2781.0,85.8,0.8,1.0,5.8,227100.0,851.0
915,Escondido,2015,San Diego,0.5254237288135594,0.48484848484848486,"(0.5, 0.65]",Low,Okay,144311.0,32.5,48.0,42.6,1.5,5.9,68668.0,62625.0,6043.0,8.8,53.0,26.0,49787.0,18.3,47205.0,50.9,6.3,13.1,5.5,335200.0,1171.0
916,Eureka,2015,Humboldt,0.5769230769230769,0.5263157894736843,"(0.5, 0.65]",Okay,Okay,27037.0,37.4,9.7,75.5,2.1,4.9,13312.0,12169.0,1143.0,8.6,56.1,14.4,36525.0,22.1,12207.0,60.9,3.1,4.3,4.8,269600.0,802.0
917,Fairfield,2015,Solano,0.7529411764705882,0.7136563876651982,"(0.65, 0.8]",Good,Good,105407.0,32.5,25.5,36.2,15.1,16.2,49084.0,44073.0,5011.0,10.2,59.5,27.2,66363.0,12.9,35803.0,70.1,6.1,7.4,5.8,288200.0,1245.0
918,Ferndale,2015,Humboldt,0.6176470588235294,0.6716417910447761,"(0.5, 0.65]",Good,Okay,1372.0,48.2,3.7,89.9,0.0,0.2,739.0,667.0,72.0,9.7,61.0,16.3,51620.0,7.3,784.0,81.4,3.3,0.4,5.8,374100.0,968.0
919,Fillmore,2015,Ventura,0.6020408163265307,0.6742627345844503,"(0.5, 0.65]",Good,Okay,14961.0,32.7,76.4,20.2,0.3,2.4,7029.0,6287.0,742.0,10.6,55.6,31.7,59706.0,14.3,4499.0,67.0,10.2,8.0,5.3,327900.0,1169.0
920,Firebaugh,2015,Fresno,0.6176470588235294,0.760053619302949,"(0.5, 0.65]",Good,Okay,7639.0,24.9,83.8,10.6,0.7,0.0,3375.0,2785.0,590.0,17.5,53.1,24.9,32875.0,34.9,2191.0,58.8,2.7,1.6,4.9,126500.0,662.0
921,Folsom,2015,Sacramento,0.7214285714285714,0.6908396946564885,"(0.65, 0.8]",Good,Good,71675.0,37.2,12.2,65.0,6.2,12.7,35083.0,32114.0,2969.0,8.5,64.9,25.0,95623.0,4.4,25757.0,71.7,3.4,6.8,6.2,398200.0,1324.0
922,Fontana,2015,San Bernardino,0.6499999999999999,0.6022222222222222,"(0.5, 0.65]",Okay,Okay,196129.0,28.6,66.3,15.4,9.5,6.3,94870.0,80430.0,14440.0,15.2,58.9,32.4,64195.0,15.0,50678.0,78.9,2.7,6.0,5.9,258100.0,1115.0
923,Fort Bragg,2015,Mendocino,0.6403508771929824,0.6262135922330097,"(0.5, 0.65]",Okay,Okay,7240.0,36.8,34.7,59.1,0.5,1.5,3738.0,3367.0,371.0,9.9,61.7,13.8,36389.0,19.9,3280.0,64.9,2.1,6.4,4.7,343900.0,986.0
924,Fortuna,2015,Humboldt,0.569767441860465,0.5935483870967742,"(0.5, 0.65]",Okay,Okay,11830.0,42.6,12.6,77.6,0.6,3.9,4744.0,4310.0,434.0,9.1,47.2,19.7,38780.0,20.2,4800.0,69.6,3.4,2.6,5.4,287500.0,783.0
925,Foster City,2015,San Mateo,0.6756756756756757,0.7394366197183098,"(0.65, 0.8]",Good,Good,30754.0,39.3,6.4,41.4,2.0,44.7,16834.0,15683.0,1151.0,6.8,61.2,25.7,114720.0,4.6,12375.0,38.6,18.6,21.1,5.2,847900.0,2000.0
926,Fountain Valley,2015,Orange,0.5652173913043479,0.5387596899224807,"(0.5, 0.65]",Okay,Okay,55595.0,42.8,14.6,46.2,1.4,35.0,28934.0,26482.0,2452.0,8.5,55.9,25.0,81212.0,6.7,18971.0,66.8,9.2,9.3,6.1,607600.0,1563.0
927,Fowler,2015,Fresno,0.8868421052631579,0.861,"(0.8, 1.0]",Great,Great,5655.0,31.8,68.5,18.9,0.9,10.3,2650.0,2382.0,268.0,10.1,53.0,19.8,52313.0,21.3,1636.0,69.6,2.4,2.9,5.0,214900.0,848.0
928,Fremont,2015,Alameda,0.6818181818181818,0.7111801242236024,"(0.65, 0.8]",Good,Good,215188.0,37.2,14.9,26.6,3.5,50.2,112312.0,103484.0,8828.0,7.9,59.1,29.4,99169.0,5.8,74961.0,58.0,14.3,18.3,5.4,605100.0,1514.0
929,Fresno,2015,Fresno,0.6893939393939394,0.6709677419354839,"(0.65, 0.8]",Good,Good,495777.0,29.4,46.8,30.3,7.3,12.4,227465.0,192677.0,34788.0,15.3,56.6,21.5,42276.0,27.5,171841.0,61.0,3.0,7.0,5.0,195900.0,874.0
931,Fullerton,2015,Orange,0.7151898734177216,0.7153846153846154,"(0.65, 0.8]",Good,Good,135419.0,34.5,34.0,36.5,2.7,23.6,71864.0,64591.0,7273.0,10.1,59.4,27.6,67617.0,14.6,47180.0,50.8,10.5,15.0,5.0,493200.0,1344.0
